	logFC	AveExpr	t	P.Value	adj.P.Val	B
YNR030W	-1.22950375576301	6.96112638222182	-4.84260859693264	0.00226944839514057	0.00839373431893601	-1.82054706003569
YOR203W	0.69529809840454	7.44853346040098	4.84226651815449	0.00227029342187246	0.00839373431893601	-1.82095787348737
YJR072C	-0.841497776723246	8.93342120685544	-4.84081588161614	0.00227388079615422	0.00839789188079131	-1.82270017826011
YJR008W	1.8349733894824	7.25711829149818	4.84080412588988	0.00227390989353771	0.00839789188079131	-1.82271429886525
YPL214C	0.701125049527007	8.28137327331837	4.84020392212387	0.00227539605134799	0.00839877841516181	-1.82343527119958
YBR271W	-0.661775515576937	7.70821240636622	-4.83682256580975	0.00228378890905554	0.00842514353970133	-1.82749797513189
YNL187W	0.876526264095354	5.92654391483026	4.83154975410302	0.00229694569878247	0.00846904486312572	-1.83383657418582
YGR035C	-0.927836637035946	7.01199898197642	-4.82688723592932	0.00230865029602944	0.00850754674425282	-1.83944488205888
YDR378C	-1.07885194410343	8.8125218407401	-4.82557028969579	0.00231196836969544	0.00851511847636462	-1.84102954160974
YMR243C	-0.877145280663994	10.2323455686212	-4.82402657611961	0.00231586457712273	0.00852481007635565	-1.84288738701817
YDR420W	0.819504511498437	8.42046056445874	4.81892607888363	0.00232879009861602	0.00856771029731001	-1.84902824938069
YGR106C	-0.889200986332492	11.0267705687401	-4.81632621763958	0.00233540959903037	0.00858668739872442	-1.85215986628035
YLR373C	-0.812827615918006	6.58344727097845	-4.81571412997738	0.0023369710907717	0.00858668739872442	-1.85289728841151
YGR177C	0.710700605475498	9.41670721289089	4.81536371572766	0.00233786555489231	0.00858668739872442	-1.85331947992185
YFR044C	-1.79256330595041	11.0933562613061	-4.81490219075166	0.00233904422315401	0.00858668739872442	-1.85387556878783
YGR016W	-0.897678331729074	4.8418828397855	-4.81378500793771	0.00234190009778505	0.00859249137673994	-1.85522178421066
YPL264C	1.27235880545536	6.82043485625491	4.81243606141376	0.00234535362940403	0.00860048066495275	-1.85684751862321
YNR069C	1.23241817501334	3.96696090117464	4.81157771026655	0.0023475541169649	0.00860386881367235	-1.85788213090247
YPR065W	-0.998245517886671	5.63640478636222	-4.80436928753407	0.00236612511293202	0.00866413565183062	-1.86657501709919
YHR004C	1.78043631687864	7.39236374111005	4.80419784108306	0.00236656880341546	0.00866413565183062	-1.86678186224116
YJR076C	-1.31225832341491	9.60085775330045	-4.80359032023041	0.00236814177021746	0.00866518758483479	-1.86751485282208
YNL336W	2.14926828602341	11.6574549210502	4.80191773886483	0.00237247838555635	0.00867634526242528	-1.869533145323
YMR078C	-1.27961929752262	4.88769989017942	-4.80112622498731	0.00237453369043386	0.00867915242598926	-1.87048840147402
YNL034W	-0.973059162491631	5.06925358847096	-4.79992247851236	0.00237766324491364	0.00868588090553816	-1.8719413443081
YDR109C	1.04731910987898	5.65333651443811	4.79934990260374	0.00237915347110935	0.00868661668216525	-1.87263252728028
YBR300C	-1.171342725161	4.65508405640356	-4.79791725670835	0.00238288675089992	0.00869553692531967	-1.87436214953458
YNR038W	-0.785508483805707	9.25713581907165	-4.79627055319453	0.0023871859245087	0.00870651143462588	-1.87635057057205
YERWDELTA11	0.894888602372877	7.98062244686724	4.79386124933497	0.00239349170332987	0.0087247885778493	-1.87926055441608
YIL041W	-1.23684646998193	10.452695870879	-4.7908034352996	0.00240152162106367	0.00874904719993756	-1.8829550318428
YMR190C	1.12764859187491	7.18341452941316	4.79015989540924	0.00240321540904484	0.00874904719993756	-1.88373273557571
YPR003C	1.14365382747945	4.86616088404255	4.7898464552011	0.00240404086265347	0.00874904719993756	-1.88411154295899
YJL028W	2.66376377005565	3.65837409103627	4.78900557282755	0.00240625691547438	0.00875238619012268	-1.88512785986977
YIL035C	-1.14157521411652	8.29119338768986	-4.78716113678903	0.00241112572193674	0.00876536535375061	-1.88735746366551
YER140W	-0.809207647138371	7.29415959923073	-4.78508011305381	0.00241663227560265	0.00878064772914387	-1.88987365538488
YBR025C	-0.966729875062208	11.4718069961364	-4.7834865177213	0.00242085855544619	0.00878714734821041	-1.89180091746674
YIL101C	2.43353936761095	5.8314189357979	4.7834224721389	0.00242102857946984	0.00878714734821041	-1.89187838062942
YMR267W	-0.771853681199706	7.29124678469379	-4.78076289313201	0.0024281008502163	0.00880413800920204	-1.89509566991194
YGL120C	-0.659427062523537	11.1601763932413	-4.78067974080038	0.00242832233814638	0.00880413800920204	-1.89519627577942
YJL117W	-0.89925159390711	10.1153205798878	-4.7757244339481	0.00244156233831541	0.00884738180658379	-1.90119351079313
YDR516C	-0.685438670638801	9.77104228390652	-4.77381185296117	0.00244669408594459	0.00885919688741279	-1.90350919718651
YPL087W	0.736890800887338	10.6237791894946	4.77352986495102	0.00244745172171552	0.00885919688741279	-1.90385066350285
YGR207C	-0.917504779525891	6.83745573267655	-4.76932767760155	0.00245877312507007	0.00889540035586273	-1.90894056931176
YOL150C	-0.934914855281378	5.45427464994202	-4.75878997036935	0.00248742165842602	0.0089859997840791	-1.92171569862462
TG(GCC)J2	1.5524322313754	8.66823090089274	4.75877251781975	0.00248746941433997	0.0089859997840791	-1.92173687021653
YPR018W	-0.831758070687155	7.79198317771037	-4.75864609822713	0.00248781537048837	0.0089859997840791	-1.92189023045463
YLL063C	1.70282779103997	7.84990761215618	4.75798825947073	0.00248961646037624	0.00898768877500582	-1.92268829553446
YBR058c-a	-0.787309719057395	9.99215854794874	-4.75682844313751	0.00249279545793707	0.00899434763731041	-1.9240954944774
YHRCDELTA4	1.73731453579698	5.41530160446671	4.75527647729869	0.00249705641206748	0.00900490113287042	-1.92597879310794
YOR327C	-0.72731776203406	11.101749364236	-4.75335199651625	0.00250235141551761	0.00901778630262628	-1.92831462351424
YLR045C	-0.793622640448837	7.26311186076502	-4.75300576433109	0.0025033053667973	0.00901778630262628	-1.92873491868473
YMR184W	0.761080611529284	10.275358530456	4.75163933710184	0.00250707416243112	0.00901867056567996	-1.9303938108089
YKL143W	-0.927300331878033	8.0316896489209	-4.75160229586752	0.00250717641547056	0.00901867056567996	-1.93043878399902
YOL023W	-0.803034607833197	6.03701509860105	-4.75146151721814	0.00250756508013119	0.00901867056567996	-1.93060971060813
YKR099W	0.843971143218006	8.79165613805548	4.74611727641084	0.00252236945389745	0.00906707739694335	-1.93710056636727
YPL046C	-0.813897287492424	8.19656325496251	-4.74540452339998	0.00252435125675645	0.00906936432331477	-1.93796655649079
YMR103C	0.940932668559859	8.02405391028933	4.74268575044925	0.00253192676138666	0.00909173488105812	-1.9412705279527
SNR60	-1.18526489144274	4.78407669023849	-4.73768329393599	0.00254593187205525	0.00913715698490541	-1.9473525493894
YBL069W	-1.0487203896556	7.86379014819935	-4.73459717992023	0.00255461503559241	0.00916008358570784	-1.95110648992407
YMR119W-A	0.986389176371603	7.19368387938249	4.73429368481207	0.00255547074097612	0.00916008358570784	-1.95147573561685
YJL033W	-0.75455532107688	8.41335676836603	-4.73389588498012	0.00255659282352857	0.00916008358570784	-1.95195973700832
YDRWDELTA26	1.16741477717959	8.03567546363174	4.73342789268556	0.00255791360383915	0.00916008358570784	-1.9525291708516
YDL008W	-0.662345638502599	9.2759496424203	-4.73239886196099	0.00256082044197926	0.00916008358570784	-1.9537813657129
CEN12	0.889249719050008	9.43044551339755	4.73215096628106	0.00256152125661899	0.00916008358570784	-1.95408304521335
YDL116W	-0.96373840054361	8.65976721287955	-4.7320405544834	0.0025618334657358	0.00916008358570784	-1.95421741500915
YFRCDELTA8	1.55076561757767	5.96221727996442	4.73084452806885	0.00256521816879856	0.00916732261808183	-1.95567307847295
YGR172C	-1.1742100413886	7.75656845082542	-4.72373099090386	0.00258545262391495	0.00923473804196437	-1.96433515985106
YCR091W	1.0326681351524	4.06786549669404	4.71481347927561	0.00261107062890025	0.00932130086800196	-1.97520436380327
YAR033W	-1.59771727301874	7.12299595166499	-4.7137770027966	0.00261406652992086	0.00932193523559258	-1.97646843796698
YDL140C	-0.780947740469294	11.2497273919149	-4.71332962486117	0.00261536084649048	0.00932193523559258	-1.97701410319025
YJR092W	-0.962285083719239	7.17131356378867	-4.71331693973988	0.00261539755645483	0.00932193523559258	-1.97702957561253
YPR168W	1.0457129043006	5.04998023175935	4.712077568268	0.00261898699659121	0.00932979511470654	-1.97854138750968
YHR010W	-0.934671875864721	11.5307524548053	-4.70953803477615	0.0026263591278867	0.00935111490858761	-1.98163986627941
YNL032W	0.742161220678556	9.48409186589972	4.70803728990475	0.00263072659827174	0.00936171978476851	-1.98347136470615
YDL112W	-0.73283345442083	8.42785555771274	-4.70352122853685	0.00264391822697213	0.00940369860147344	-1.98898472040102
YER022W	-0.72421453514924	8.27240854361069	-4.7026875935799	0.002646361377679	0.00940742388478716	-1.9900027753229
YGL215W	0.954560821156524	7.1921984188727	4.70179028532538	0.00264899395324359	0.00941181826297407	-1.99109870316369
YLR144C	0.667831129993618	8.12597690864704	4.70003532320376	0.00265415121707114	0.00942517344734429	-1.99324246730197
YJL094C	1.09561787516059	9.09657127426997	4.6995096252669	0.00265569825306801	0.00942570101404866	-1.9938847183435
YJR043C	-1.84568720033277	4.01638489439035	-4.69887016061681	0.00265758144119992	0.00942742048088814	-1.99466601393757
YCR022C	-1.68860919718527	3.9919001422937	-4.69802058208385	0.00266008570896455	0.00942866875118145	-1.99570411843074
YHR154W	-1.47746939723842	6.69216983660435	-4.69709396526957	0.00266282006248803	0.00942866875118145	-1.99683647677784
YHR001W	-1.72028781376895	7.86522304373027	-4.69699392932277	0.00266311544611863	0.00942866875118145	-1.99695873173576
YHR043C	-1.37613421701415	7.91692346534469	-4.69685390203615	0.00266352897659488	0.00942866875118145	-1.9971298629794
YCL064C	-1.22060659204098	7.6339025554747	-4.69034909082893	0.00268281829174159	0.00949196602957392	-2.00508273549432
YJR135w-a	-0.921315807358827	8.40087458236003	-4.68738991803094	0.00269164494993684	0.00951819882611452	-2.00870271014439
YMR120C	-0.806607694601901	9.21466337209271	-4.6859633034937	0.00269591184777794	0.0095282883345691	-2.01044835449263
YDR219C	-1.57906926525166	5.20291720754995	-4.68497489772121	0.0026988725220728	0.00953375303918799	-2.01165796936024
YDR257C	-1.18218162730149	5.51548575578237	-4.68207985761203	0.00270756523327193	0.00955833928895293	-2.01520175363484
YDR515W	-0.85946960683506	6.02332629039944	-4.68171304905245	0.0027086688489466	0.00955833928895293	-2.01565084721551
TG(GCC)M	1.49003652025491	8.67335936308016	4.67769844652627	0.00272078043533809	0.00959605449198259	-2.02056732057833
YOL005C	-0.943409341311616	8.68925991747603	-4.67660176544839	0.00272409949336964	0.00960273566177374	-2.02191077878793
YJL193W	-0.65122022785317	7.49422678951206	-4.67419828311287	0.00273138934013932	0.00961948950774558	-2.02485571293488
YML116W	1.42987807398498	7.40705554090107	4.67409382305426	0.00273170666436573	0.00961948950774558	-2.02498372473376
YGR083C	-1.071637501554	7.89780672950272	-4.67241080326091	0.00273682494278428	0.00963064975042123	-2.02704642128232
YPL125W	1.22170616357027	7.0036451441594	4.67211235848271	0.0027377336679239	0.00963064975042123	-2.02741223628737
YJL063C	-0.824848330386546	9.52893731636717	-4.66920380808936	0.00274660747017886	0.00965369846008239	-2.03097803914136
YHR142W	-1.14734862423125	8.97130203618707	-4.66861918647469	0.0027483949840749	0.00965369846008239	-2.03169491873839
YNL263C	-1.00437358974484	9.59757114977242	-4.66818003930277	0.00274973855518509	0.00965369846008239	-2.03223344637795
YBR279W	-0.999924173759061	8.4223325430966	-4.66808971555886	0.00275001499159617	0.00965369846008239	-2.03234421418869
YDR117C	-0.682307399128923	8.12565170667722	-4.66499115001906	0.00275951697273448	0.00967921786169016	-2.03614483934162
YLR444C	-0.983839547353869	4.53981260605011	-4.66478293719387	0.00276015678489147	0.00967921786169016	-2.03640027856453
YJR021C	0.963251355283496	7.79359469104044	4.66142547668612	0.0027704967269459	0.00970994946864887	-2.04052014826197
YIL066C	1.59495189042207	6.74161296001116	4.66043350159484	0.00277355996797814	0.00970994946864887	-2.04173769628365
YOR273C	0.871688626569973	7.12228617519451	4.66039790226164	0.00277366996971208	0.00970994946864887	-2.04178139350628
YOR046C	-0.751648960907646	11.3521067084029	-4.66007016982813	0.00277468288970589	0.00970994946864887	-2.04218368496558
YJL134W	-0.940087501193486	8.02559985810812	-4.65849613221104	0.00277955350863926	0.00971906910117351	-2.04411603498214
YHR062C	-1.02114788434455	8.03720695615348	-4.65829618977257	0.00278017288235349	0.00971906910117351	-2.04436151811357
YPL104W	0.813644441631391	8.37672232248539	4.65444522803027	0.00279213232677578	0.00975581746110354	-2.04909075279241
YHR014W	1.26250457275372	4.02543652401896	4.65385478487876	0.0027939710599932	0.00975718390899179	-2.04981604805714
YGR280C	-0.806514752009576	10.5323819851642	-4.65313731417642	0.00279620719505868	0.00975752795855644	-2.05069745164282
YMR140W	0.7163109864387	8.5489666775416	4.65289431934741	0.00279696498752686	0.00975752795855644	-2.05099598478939
YNR059W	0.918684836237816	7.03508230615348	4.65191596050004	0.00280001837096301	0.00976009107109698	-2.05219804257865
YER110C	-1.04497735637197	8.87936333622097	-4.65168563210369	0.00280073774890146	0.00976009107109698	-2.05248105530688
YERCDELTA16	1.20493544708172	7.70395468356967	4.65088446005006	0.002803241632224	0.00976009107109698	-2.05346554460239
YML032C	-0.793370937432933	8.73491983162572	-4.65080438223569	0.00280349203466524	0.00976009107109698	-2.05356395030048
YHR097C	1.4352162038193	7.89266054215539	4.64888505634546	0.00280950121682711	0.00977488460919457	-2.05592284497466
YDR183W	-0.891325192122091	7.01936834224574	-4.64852124211004	0.00281064189504734	0.00977488460919457	-2.05637004174005
TS(AGA)J	-1.49221484424909	7.89348437855368	-4.64804344560467	0.00281214073017584	0.00977505338905886	-2.05695737383316
YGR076C	-1.12970584027361	9.42020616553974	-4.64686353115585	0.00281584591134432	0.00978288734147461	-2.05840792888512
YOR382W	0.909658846292466	10.754157728666	4.64377760713106	0.00282556213388504	0.00981158618360904	-2.06220264590837
YOR341W	-0.841513438814093	10.6983197385936	-4.64254153133257	0.00282946447830376	0.0098179151728487	-2.06372302249595
YGR012W	-1.13055781574429	7.13279472974722	-4.64227772697754	0.00283029809804822	0.0098179151728487	-2.06404753158179
YPR137W	-0.68301703144741	9.24844034957128	-4.64147805035511	0.00283282674411779	0.00982163181859769	-2.06503128630705
YER118C	-1.52437535276375	7.48169114731742	-4.6401933913979	0.00283689422240953	0.00983067715117751	-2.06661185813231
YMR075W	-0.859247846297263	5.05155481362698	-4.63664977037216	0.00284814781239223	0.00986460239235542	-2.07097298405253
YHR046C	-0.824035294291845	7.2669524437007	-4.63377229733366	0.00285732252502862	0.00989129626024287	-2.07451563837662
YER178W	-0.641377354617598	11.4110255614265	-4.63288380793432	0.00286016209503441	0.00989604338836342	-2.07560976402113
YNL123W	-0.71697311786347	8.77965259858258	-4.63214953111592	0.00286251118391847	0.009899089471324	-2.07651407279343
YNL153C	-1.02715162550448	9.68819384107976	-4.62859293468525	0.00287391989029739	0.00993344618492534	-2.08089536787423
YLR218C	-0.714163530151524	8.929766060114	-4.6264375081482	0.0028808586499493	0.00995232562822053	-2.08355149501293
YLR438W	-0.741933310379796	10.7569581472477	-4.62401976863941	0.00288866408529813	0.00997417824534292	-2.08653168110719
YOR036W	0.800803658901309	7.84382014121044	4.62307055167155	0.00289173498302041	0.00997966911702898	-2.08770195201908
YAL025C	-0.826095692983726	7.43322661470891	-4.62185536103599	0.00289567167016748	0.00998342929319442	-2.0892003296435
YJL129C	1.02954827313187	7.45091996650145	4.62181979350433	0.00289578698341173	0.00998342929319442	-2.08924418906709
YDL179W	-0.838954315699839	7.20569175667132	-4.62123117249149	0.00289769609113084	0.00998490370870239	-2.08997006281123
YDR421W	0.844429000006775	4.3094901205644	4.61695275014032	0.00291161478184893	0.0100277381858262	-2.09524764204075
YCR068W-A	1.91731984851811	6.21708416917442	4.61483756186078	0.0029185234967226	0.0100438724746288	-2.09785779123162
YCR066W	-0.80139252005856	6.47649284421278	-4.61450713441871	0.00291960440197299	0.0100438724746288	-2.09826559908501
YOL119C	0.973093672018823	7.59421894730163	4.61415095825605	0.00292077003713242	0.0100438724746288	-2.09870520351769
YJR146W	-0.758240767612034	4.95069800481182	-4.61197852891314	0.00292789085113205	0.0100602864129517	-2.10138689112497
YMRWDELTA17	1.51697344785539	8.22968709359477	4.61178428804313	0.00292852847807287	0.0100602864129517	-2.10162669945378
YDRWSIGMA4	3.63215424003368	4.19131090098863	4.61063926837499	0.00293229033680694	0.0100680778757406	-2.10304044477564
YDR031W	-0.839898623224016	7.28701281206758	-4.61010115459869	0.00293406012147865	0.0100690250604715	-2.10370491543463
YML043C	-0.821051404233447	6.58746949942054	-4.6084281572024	0.0029395699976582	0.0100827998901864	-2.10577102836967
YKL121W	0.852384374319055	8.22654939359017	4.59942761649849	0.00296941116863514	0.0101799752169892	-2.11689354150654
YERCTAU3	2.3474259775214	5.21660369772412	4.59680325499065	0.00297817567075289	0.0102000565054554	-2.12013886452062
YJL136w-a	-1.06356286972902	5.80971865463481	-4.59652444408615	0.00297910850029274	0.0102000565054554	-2.12048370553247
YGL105W	-1.46048154573156	10.7307427468175	-4.59618451212565	0.00298024626574376	0.0102000565054554	-2.12090415820114
YDL176W	1.51985191459557	5.45002536052629	4.59586320043699	0.0029813221536717	0.0102000565054554	-2.12130159556502
YLR018C	-1.04987574023473	8.11169597075433	-4.59388444316138	0.00298795742227338	0.0102175712968659	-2.12374949748621
YMRWDELTA20	2.35445243087978	2.25623866915518	4.59060797024417	0.00299898047559394	0.0102500651143525	-2.12780405609924
YLL028W	-0.993253927670989	8.47236500132927	-4.5896740605771	0.00300213072684072	0.0102556315757255	-2.12896003635899
YDL219W	-1.28752689184202	9.70308986828102	-4.58834898788282	0.00300660677398196	0.0102653906805114	-2.13060041264383
YOR044W	0.930878570235189	8.61975040632166	4.58792705183387	0.00300803361928931	0.0102653906805114	-2.13112280334581
YNL281W	-0.625325648327246	10.0921589464249	-4.58747101129813	0.0030095766430832	0.0102654587927028	-2.13168744756002
YLR127C	0.6165031122707	4.9163849329882	4.58643700524958	0.00301307849503658	0.0102696151211077	-2.13296780997328
YJL035C	-0.724033023391502	7.52039195068338	-4.58621158100043	0.00301384253850905	0.0102696151211077	-2.13324696337556
YKL042W	-1.4071775759144	5.91132476650635	-4.58460550390901	0.00301929236167095	0.0102829866183235	-2.1352360599857
YPR051W	-0.7317543596638	9.36437501273705	-4.58179319961508	0.00302886168720993	0.0103103675615126	-2.1387199596759
YOR234C	-0.741250782416309	11.5141777277686	-4.57837192769874	0.00304054871926686	0.0103449259807464	-2.14295981950881
YGR004W	0.733374183923492	7.88939330573658	4.57781638764306	0.00304245117664195	0.0103461760497309	-2.14364844279155
YGL180W	1.10420288467181	6.55046154003094	4.57733739277204	0.00304409256844987	0.0103465375246355	-2.14424222041588
YKL210W	-0.639171318169614	10.2832978158612	-4.57532764110312	0.00305099023198273	0.0103647551227639	-2.1467339416072
YCL057W	0.66708129031862	8.99480448183392	4.57265804190563	0.00306017950125436	0.0103907354349896	-2.15004467020972
YDR354W	-0.712353273433406	9.31287519716214	-4.56990447615692	0.00306969011888933	0.0104177801617896	-2.15346062848068
YOR037W	-0.653955005242302	7.19256391846454	-4.5689392001228	0.0030730319046195	0.0104238726910596	-2.15465837337924
YMR009W	-0.877856907374454	8.32751418065702	-4.56823538360169	0.00307547107254211	0.0104268989079144	-2.15553177744741
YCL035C	0.9208281451321	11.955371545131	4.56634497582287	0.00308203321107489	0.010443893334663	-2.15787804748541
YER173W	0.705829835033855	6.79758444107394	4.5604883900647	0.00310246229714108	0.0105078371270004	-2.16515025528086
YIL076W	-1.19002954060818	9.462204240279	-4.55467344206996	0.00312289549352785	0.0105717306008929	-2.17237575181433
YNL077W	0.855560042793067	6.32965168233892	4.55322726500065	0.0031280004747214	0.0105836963853525	-2.17417350448653
YJL178C	-0.788586513269941	8.44256783681014	-4.5526689391573	0.00312997384223564	0.0105850595567829	-2.17486764550301
YERWDELTA9	-1.35579673059048	4.99403347557665	-4.5488179278685	0.00314362282633681	0.0106241831781034	-2.17965668092146
YKL190W	-0.693698141439906	8.95868294359749	-4.54851615959899	0.00314469516918641	0.0106241831781034	-2.18003204568012
YBR035C	-0.63468249894205	10.0517009759818	-4.54585029881093	0.00315418610493782	0.0106502062883071	-2.18334864955734
YHR111W	-0.866602258719222	7.10853021858098	-4.54546565015205	0.00315555815396874	0.0106502062883071	-2.18382727820631
YDR526C	-0.850152322868705	5.44290059119586	-4.54054493277207	0.00317316921434278	0.0107027132555936	-2.18995217951675
YDL202W	-0.622267059744006	8.62259082268559	-4.5402324233673	0.00317429136467828	0.0107027132555936	-2.19034128565553
YKL103C	0.850171080158267	10.0849068751476	4.53852471988336	0.00318043115128444	0.0107180529798285	-2.19246780480777
TH(GUG)K	1.40295689422109	8.29844177205476	4.53789037897867	0.00318271519474383	0.0107203900112811	-2.19325782764728
YGR200C	-0.831181504406871	5.95718458235829	-4.53694266848008	0.00318613097825567	0.0107265348618597	-2.19443823855037
YPL030W	1.07594457879469	8.67112874921856	4.53562032446087	0.00319090385784071	0.0107341407915878	-2.19608549119589
YLR155C	0.731784502836266	12.583610461231	4.53490478715606	0.00319348984362487	0.0107341407915878	-2.19697694802274
YLR317W	1.1812174610736	7.57177862453785	4.53489025906923	0.00319354237298782	0.0107341407915878	-2.19699504871513
YJL148W	-0.681325638294432	9.53108072549468	-4.53423547364221	0.00319591088707181	0.0107341407915878	-2.19781088484358
YOR085W	-0.72894288264988	10.6401620222097	-4.53411325427081	0.00319635320010635	0.0107341407915878	-2.19796317221953
YNL132W	-0.919346814129449	5.74826170556991	-4.53248059821117	0.00320226833955534	0.0107486497054796	-2.19999769974557
YPL076W	-0.617780257251935	6.93098276189047	-4.52968583279407	0.00321242213253805	0.0107729955550235	-2.20348129556192
YOR142W	-0.616036581602646	10.8654140345548	-4.52942294259006	0.00321337909445935	0.0107729955550235	-2.20380903989964
YDL002C	-0.714314025933938	6.93030863678211	-4.52916547461686	0.0032143166262837	0.0107729955550235	-2.20413003422016
YPRWSIGMA3	0.891092333398678	9.75183506304219	4.52801382237679	0.00321851392856479	0.01078170172889	-2.20556595874848
YIR028W	-0.998900391758106	5.52429666234501	-4.52618299515171	0.00322519911475318	0.0107987292764215	-2.20784910676824
YBR122C	-0.813404000687306	8.31681330160511	-4.52423449720689	0.00323233095876428	0.0108172346882181	-2.21027953900387
YJL020C	-1.33772168065708	7.1237181644017	-4.52137055133835	0.00324284539522628	0.010847036210335	-2.21385285710819
YJR143C	-1.71231617608065	9.92795757242201	-4.52057655864522	0.00324576712744421	0.0108474625149735	-2.21484372804067
YNL092W	0.908393295184097	6.07394025473162	4.52046125219581	0.00324619167547502	0.0108474625149735	-2.21498763356743
YNL252C	-0.620119743369585	9.27621500038553	-4.51688793867671	0.0032593789904159	0.010886132009615	-2.21944819443912
YOL145C	-0.866752452636029	5.67002549237579	-4.5161989701647	0.00326192848127864	0.0108892510964923	-2.22030844876589
YDL209C	-0.757943767603201	7.75871553831152	-4.51318755898216	0.00327309813536763	0.0109211294219692	-2.2240693531149
YLR353W	-1.01503762474324	7.42505985801113	-4.51144293403814	0.00327958861551404	0.0109373712363012	-2.22624879877501
YGL209W	1.60637087392263	9.6058359980663	4.51065341807294	0.00328253053793853	0.0109417684597951	-2.2272352366475
YJLWDELTA19	-1.99813375377677	4.46900557120439	-4.50836476381464	0.0032910752166234	0.0109648279584981	-2.23009524813009
YML066C	-1.75421353404773	2.35120547572494	-4.50398983193809	0.00330747798874664	0.0110140324328816	-2.23556451797581
YNL276C	1.74460127585566	4.9320510524735	4.50255243144888	0.00331288702598035	0.0110257043280189	-2.23736208250437
YCL066W	-1.23116452197927	7.35811458463249	-4.50218938730205	0.00331425474311073	0.0110257043280189	-2.23781614138726
YJR062C	-1.06765359373567	6.65596806533253	-4.50072456553871	0.00331977963783255	0.0110354460385343	-2.23964838937635
TG(GCC)C	1.33450130815563	8.56189638873202	4.50016542733523	0.0033218912521273	0.0110354460385343	-2.24034786144646
YFR038W	-0.695328968563498	6.38651942851555	-4.4996962870518	0.00332366413802026	0.0110354460385343	-2.24093478322134
YLR234W	-1.5060831182972	4.51815070387226	-4.49967826518699	0.00332373226383153	0.0110354460385343	-2.24095733026866
YDL238C	0.859925290099295	6.88118654057958	4.49718124871912	0.00333318646721167	0.0110588404628591	-2.2440817950845
YMR057C	2.84472288766814	3.53851668898716	4.49684277437106	0.00333447030066679	0.0110588404628591	-2.24450539167492
YML129C	-0.621799730143172	9.38373569062351	-4.49651852589242	0.00333570069154193	0.0110588404628591	-2.24491120058412
YGLCDELTA5	1.8352654566957	8.76184980370603	4.49486817128584	0.00334197095079446	0.011074181026723	-2.24697692011184
YMLCDELTA2	1.07396956001585	10.4910942382612	4.49083190086521	0.0033573614604751	0.0111197131418193	-2.25203073832719
YBL066C	-0.770389121895009	5.45914018911314	-4.48871471965411	0.00336546590891329	0.0111410806611373	-2.25468262246331
YDR394W	-0.707533189459388	9.30468562670032	-4.48633781655326	0.00337459050863455	0.011163487782796	-2.25766060902959
YFL062W	1.7726315147909	11.525962015178	4.48608901958053	0.00337554719604424	0.011163487782796	-2.25797237117081
YFL034C-A	1.05632477035548	9.52891708556107	4.48454202949803	0.00338150254170881	0.0111776969761584	-2.25991107581052
YEL037C	-1.31375606237115	9.39599861311028	-4.48411188712969	0.00338316050910432	0.0111776969761584	-2.26045019749711
YGR285C	-1.50578814331644	11.040305565614	-4.48212895554866	0.00339081534910233	0.0111974989970356	-2.26293586988839
SNR37	-1.40721432984135	5.20498960183902	-4.47813670304877	0.00340628543023311	0.0112430772770672	-2.2679420515718
YNL079C	-0.80173721372118	11.3568342436081	-4.47643982463404	0.00341288464784037	0.0112593453384455	-2.27007060440073
YGR243W	1.0275295550546	9.31330025653131	4.47243753683617	0.00342850609549198	0.0113053478882661	-2.27509272732455
YPL174C	1.41806077555226	5.57810378440436	4.47158577041345	0.00343184090693296	0.011310810617471	-2.27616183948921
YDR128W	0.763269758192997	9.11556522229833	4.46996257668619	0.00343820598428132	0.0113233280106408	-2.27819952044424
YPR204W	1.32828509772313	11.5471261231334	4.46976061064059	0.00343899887800916	0.0113233280106408	-2.278453086259
YNL253W	-0.701955190010745	6.2184339541928	-4.46654460113124	0.00345165198202238	0.0113588034258249	-2.28249155523313
YGR036C	0.923333637480105	5.89882816549959	4.46559536360799	0.0034553965656119	0.0113588034258249	-2.28368384118741
YFL005W	-0.630953623223943	10.0073518179873	-4.46540109383835	0.00345616348438268	0.0113588034258249	-2.28392786931104
YPR107C	-0.659810443303271	6.82455054883004	-4.46503298428931	0.00345761718983223	0.0113588034258249	-2.28439027808074
YLR141W	-0.783778718272437	7.20959386636997	-4.46488557910519	0.00345819949996923	0.0113588034258249	-2.28457544988797
YOR138C	0.991337745072837	8.48739019531428	4.45872851232707	0.00348262012545398	0.011433443568222	-2.29231287582254
YKR080W	-0.898290076372055	9.26533667401331	-4.45450864326349	0.00349946806457026	0.0114831620035071	-2.2976191016184
YHL034C	-1.32635638757264	11.5871735805665	-4.45147602048037	0.00351163187548744	0.01151746902228	-2.30143405857627
YNL293W	1.3566234447649	6.38267799223085	4.45052069533856	0.00351547340663735	0.0115244604867392	-2.30263611229207
YLR081W	-0.98192684861603	4.67727077664602	-4.44608093106711	0.00353338792351809	0.0115775569297579	-2.30822428407937
YIL009C-A	-0.980205329696238	8.33023896342967	-4.44539232182273	0.00353617555621421	0.0115806263143982	-2.30909127197418
YMR221C	-1.03355553417566	9.09181774401715	-4.44500093392305	0.0035377610654816	0.0115806263143982	-2.3095840768833
YBR045C	2.32768920614566	3.32684557164036	4.44391436375724	0.00354216689810169	0.0115894198510706	-2.31095231902764
