ID	Log2fc_(FLT)v(GC)	Stat_(FLT)v(GC)	P.value_(FLT)v(GC)	Adj.p.value_(FLT)v(GC)
AT3G22845	0.430712263	2.527572099	0.011485424	0.059274265
AT3G22850	-0.083818764	-0.321347415	0.747947128	0.869250238
AT3G22860	-0.417034915	-0.956353516	0.338893661	0.569062507
AT3G22870	-0.549953484	-0.620036091	0.535234026	NA
AT3G22880	1.30031833	5.015718325	5.28356880621654e-07	2.76229726464332e-05
AT3G22886	0.919083839	1.249939424	0.211321676	0.430847323
AT3G22890	0.486489672	0.834764722	0.403850192	0.629217224
AT3G22900	0.361232995	1.007660136	0.313617649	0.544541727
AT3G22910	-0.829497964	-1.778550942	0.075313413	0.221344941
AT3G22920	-0.229016057	-0.220916015	0.825157828	NA
AT3G22930	-0.258040455	-1.001171973	0.316743674	0.547515913
AT3G22940	-0.436423181	-0.584883573	0.558626005	NA
AT3G22942	-0.087899778	-0.371263314	0.71044142	0.847833658
AT3G22950	0.180004827	0.852632121	0.393863344	0.62039177
AT3G22960	-0.094319727	-0.720011081	0.471518173	0.681814701
AT3G22961	-0.901238323	-1.846089141	0.064879263	0.200629438
AT3G22970	-0.633650813	-2.266181505	0.023440273	0.098566686
AT3G22980	-0.315449131	-1.268137816	0.204748739	0.421584159
AT3G22990	-0.151628699	-0.945978329	0.344159639	0.574067525
AT3G23000	-0.010539647	-0.039945974	0.968136198	0.987090801
AT3G23010	-0.596154006	-1.56600978	0.117346328	0.296700268
AT3G23020	0.164873795	0.794422378	0.426949581	0.646969091
AT3G23030	0.325022158	1.460986945	0.144019024	0.337966774
AT3G23050	0.053856792	0.292609171	0.769820903	0.881608826
AT3G23060	-0.365042865	-0.528062482	0.59745597	0.77665604
AT3G23070	0.563260022	3.709950219	0.0002073	0.002995261
AT3G23080	-0.584280238	-2.422051974	0.015433143	0.073636602
AT3G23090	-0.373020286	-1.5957954	0.110534481	0.285066477
AT3G23100	-0.339409922	-1.751448077	0.079868758	0.230448205
AT3G23110	0.421086886	0.871795083	0.383320177	0.610859917
AT3G23120	-1.13458909	-1.274721807	0.202407725	0.418586471
AT3G23123	0	0	1	NA
AT3G23130	-0.922710801	-1.082355473	0.279094605	0.509957454
AT3G23140	-0.640114326	-0.538356757	0.590330774	NA
AT3G23150	-0.475921706	-1.536105579	0.124512488	0.308430903
AT3G23160	-0.442479907	-2.59417801	0.009481738	0.051624769
AT3G23170	0.273222739	0.592064919	0.553807117	0.744792259
AT3G23175	-0.521630862	-2.341242831	0.019219662	0.085692877
AT3G23180	-0.909086478	-2.806900902	0.005002063	0.032560993
AT3G23190	-1.013424676	-3.586256873	0.000335459	0.004311847
AT3G23200	-0.338560218	-1.327011232	0.184504967	0.39554995
AT3G23210	0.760081515	3.377250604	0.000732143	0.007687591
AT3G23220	-0.445091899	-0.35548988	0.722222625	NA
AT3G23230	-1.159187414	-0.678108881	0.49770266	0.702080753
AT3G23240	-0.778243519	-1.019291394	0.308064648	0.538976973
AT3G23245	0.270600311	0.155695605	0.876272961	NA
AT3G23250	-0.646520942	-0.645590191	NA	NA
AT3G23255	-0.027274633	-0.108532859	0.913573017	0.960688675
AT3G23260	0.267336687	0.784765598	0.432591014	0.651069345
AT3G23270	-0.930469356	-1.168527795	0.242593934	0.468027853
AT3G23280	-0.354813427	-1.900788994	0.057329656	0.184375788
AT3G23290	0.616661396	3.853122825	0.000116621	0.00194215
AT3G23300	0.477849714	2.885689785	0.003905569	0.026971036
AT3G23310	-0.184885727	-1.537582465	0.124150738	0.307895418
AT3G23320	0.264690319	0.243273825	0.80779328	NA
AT3G23325	0.622274258	2.134738106	0.032782409	0.125111997
AT3G23326	-0.228140861	-0.171357783	0.863942448	NA
AT3G23330	0.155930939	0.669516073	0.503166331	0.70548814
AT3G23340	0.21766675	1.254012436	0.209837485	0.428986739
AT3G23350	0.172563899	0.15487168	0.87692248	NA
AT3G23360	0.554531477	0.298939142	0.764986481	NA
AT3G23370	0.169215177	0.530469466	0.595786474	0.775525783
AT3G23380	-0.883269837	-0.828535301	0.407367412	0.63191111
AT3G23390	0.480503215	2.957585629	0.003100586	0.022641286
AT3G23400	0.934146345	5.427111235	5.72734375141155e-08	4.48641927193905e-06
AT3G23410	-0.798557867	-2.767147921	0.005654909	0.035624549
AT3G23420	-0.636238435	-0.60395342	0.545874611	NA
AT3G23430	-2.147967318	-6.515937613	7.22369961251072e-11	1.82673229875067e-08
AT3G23440	-0.090533119	-0.347081693	0.728529946	0.857972625
AT3G23450	0.006382278	0.016685707	0.98668735	0.994259832
AT3G23470	-0.543825075	-1.39350294	0.163467757	0.366340541
AT3G23480	-0.873085229	-1.405136311	0.159980748	0.361740899
AT3G23490	0.151203701	0.918052349	0.35859146	0.588088983
AT3G23510	-1.182241981	-2.035343601	0.041816312	0.14812066
AT3G23530	1.200461583	5.023855894	5.06442434836425e-07	2.67174223275951e-05
AT3G23540	-0.211181865	-1.197524021	0.231102371	0.455335082
AT3G23550	-0.631475455	-0.63361527	NA	NA
AT3G23560	0.205068356	0.952114312	0.341039012	0.571177432
AT3G23570	-0.173180211	-0.312543659	0.754627388	0.873121711
AT3G23580	0.133850604	0.47432158	0.635270605	0.80103945
AT3G23590	0.124766155	1.045499067	0.295792372	0.526600055
AT3G23600	-0.235777382	-1.266749026	0.205245044	0.422120398
AT3G23605	-0.097303694	-0.496247524	0.619719785	0.790101973
AT3G23610	-0.355028538	-1.04884662	0.294248717	0.524896212
AT3G23620	0.158476561	0.909900362	0.362875059	0.592108868
AT3G23630	-0.843602187	-1.577652577	0.114645446	0.292203069
AT3G23633	-1.108600472	-1.045174352	0.295942395	NA
AT3G23635	-0.232469088	-0.37098342	0.710649881	0.847863155
AT3G23640	-0.450949796	-2.952739077	0.003149681	0.022913484
AT3G23660	0.325221848	2.76213224	0.005742521	0.03603986
AT3G23670	-0.0150936	-0.05693438	0.954597468	0.980863443
AT3G23680	-0.217284761	-0.230171853	0.817958233	NA
AT3G23685	-0.268996639	-0.419438492	0.674895698	0.825662973
AT3G23690	0.353214344	1.729287751	0.083757608	0.237723648
AT3G23700	0.445490913	1.804061947	0.071221596	0.213582165
AT3G23710	0.050685915	0.27815368	0.78089439	0.888065214
AT3G23730	1.482553126	4.131983595	3.59646093737087e-05	0.00078271
AT3G23740	0.650842545	2.922435222	0.003473059	0.024727054
AT3G23750	0.051577925	0.460726927	0.644994534	0.807832407
AT3G23760	-0.016870913	-0.083815247	0.933203326	0.970036517
AT3G23770	-0.587771331	-0.855658257	0.392186836	0.618971299
AT3G23780	0.109356877	0.610446133	0.541566316	0.735224389
AT3G23790	0.964284751	3.955436932	7.63949002642803e-05	0.001403892
AT3G23800	-0.475057676	-1.513055372	0.130265594	0.317609416
AT3G23805	0.857849885	4.45864765	8.24783731872297e-06	0.000239669
AT3G23810	1.461097167	6.102807695	1.04221210159754e-09	1.73193318169049e-07
AT3G23820	0.401370122	2.207538871	0.027276434	0.10999935
AT3G23830	-0.016487484	-0.065358427	0.947888623	0.977169316
AT3G23840	0.505919978	1.170497557	0.241800797	0.467233849
AT3G23860	-1.450644782	-1.360167398	0.173776957	NA
AT3G23870	-0.55334425	-1.981253597	0.047562841	0.162250661
AT3G23880	-0.47198466	-2.257703645	0.023964142	0.100267123
AT3G23890	-0.039274539	-0.181517223	0.855961616	0.929345548
AT3G23900	-0.151219435	-0.957734245	0.338196784	0.568343555
AT3G23910	0.053946203	0.341621185	0.732635992	0.860673418
AT3G23920	0.055858128	0.183332131	0.854537425	0.928623849
AT3G23930	0.655103	3.87967054	0.000104598	0.001784071
AT3G23940	0.527500769	3.267193685	0.001086193	0.010425037
AT3G23950	-0.004587537	-0.006395229	0.99489738	NA
AT3G23955	-1.971104169	-0.814065835	0.415607237	NA
AT3G23960	-0.82210635	-0.717912589	0.472811185	NA
AT3G23970	-0.365821078	-0.330039558	0.741370072	NA
AT3G23980	-0.014765158	-0.113188267	0.909881297	0.95862641
AT3G23990	0.312528295	1.016596531	0.309345405	0.540025576
AT3G24000	0.101200926	0.479122483	0.631851496	0.797960322
AT3G24010	0.26275154	1.131249481	0.257950101	0.485064045
AT3G24020	-0.698699694	-1.969880501	0.048852068	0.165411636
AT3G24030	0.123510336	0.668691605	0.503692223	0.706055286
AT3G24040	0.208079577	1.415939114	0.156793332	0.357226698
AT3G24050	-0.119567545	-1.037594069	0.29945908	0.529924356
AT3G24060	-2.091018794	-1.14086187	0.253927409	NA
AT3G24065	-2.009765491	-1.609692013	0.107465109	NA
AT3G24070	-0.308036506	-1.451275051	0.146703286	0.342081133
AT3G24080	-0.0708513	-0.199109201	0.842177324	0.921650116
AT3G24090	0.005969136	0.018555337	0.985195833	0.993609475
AT3G24093	-0.764013083	-0.930205598	0.352264644	0.582227689
AT3G24100	-0.271729417	-1.048139748	0.294574225	0.525194984
AT3G24110	-0.370690527	-1.056035861	0.290951832	0.521735345
AT3G24120	-0.121655878	-0.733236571	0.463414154	0.675864876
AT3G24130	-0.493013804	-0.463902514	0.642717592	NA
AT3G24140	0.540014465	1.755247053	0.079217059	0.229226974
AT3G24150	0.578019835	2.514166831	0.011931398	0.061047717
AT3G24160	0.292668897	2.307755385	0.021012746	0.091435259
AT3G24170	0.095580056	0.273972717	0.784105588	0.889734015
AT3G24180	-0.225602811	-1.332847189	0.182581956	0.393150772
AT3G24190	0.079942255	0.390198566	0.696389722	0.83932585
AT3G24200	-0.029122191	-0.247951516	0.80417192	0.901090825
AT3G24210	-0.516228525	-2.329415878	0.019837045	0.087741271
AT3G24220	0.21439393	0.321619613	0.747740884	0.869114292
AT3G24225	1.172367762	2.301055807	0.021388477	0.092646232
AT3G24230	0.104697111	0.134339799	0.893133883	NA
AT3G24240	-0.354437213	-1.447057982	0.147880685	0.344250964
AT3G24250	-1.078077122	-1.429850366	0.15275997	NA
AT3G24255	-0.874793197	-1.271155894	0.203673194	0.420113207
AT3G24260	-0.513499575	-0.540885596	0.58858644	0.770365119
AT3G24280	-1.576857011	-1.035658908	0.300361299	NA
AT3G24290	-0.770728652	-0.750550487	0.452923229	0.667506583
AT3G24300	-1.018804031	-2.249090319	0.02450675	0.101903404
AT3G24310	-2.118902832	-5.978694619	2.24932771733288e-09	3.29123329205971e-07
AT3G24315	0.018763425	0.127755781	0.898342245	0.952294121
AT3G24320	0.403808087	1.824867573	0.068021016	0.207309601
AT3G24330	-0.619613249	-0.861388843	0.389023919	0.616116536
AT3G24340	-0.224847777	-0.794061269	0.427159764	0.64706923
AT3G24350	0.334057723	2.598504117	0.009363092	0.051146358
AT3G24360	-0.101759146	-0.15544285	0.876472205	0.940061278
AT3G24420	0.617723616	2.001803578	0.045305861	0.156801437
AT3G24430	0.825106608	4.427335523	9.54042700672592e-06	0.000267098
AT3G24440	0.083403895	0.539367001	0.589633646	0.771079155
AT3G24450	-0.052045047	-0.197402162	0.843512838	0.92258597
AT3G24460	-0.069840634	-0.226744751	0.820622227	0.910259183
AT3G24463	-0.081032953	-0.173721952	0.862083985	0.931679144
AT3G24480	0.228858651	1.511180352	0.130742507	0.318371826
AT3G24490	-0.098143934	-0.498475528	0.618148914	0.789384279
AT3G24495	0.361348399	1.865058925	0.062173145	0.195262323
AT3G24500	-0.466062106	-1.153078409	0.248878203	0.474693299
AT3G24503	-0.547515144	-1.304703413	0.191993859	0.405182976
AT3G24506	0.231179924	1.313202666	0.189114666	0.401181061
AT3G24510	-0.373033288	-0.29200517	0.770282671	0.881790402
AT3G24515	0.613098827	1.624834256	0.10419788	0.274040659
AT3G24518	-0.016982457	-0.050694031	0.959569333	0.98317004
AT3G24520	-0.116690409	-0.496480414	0.619555502	0.789979106
AT3G24530	0.337742918	2.015653708	0.043836199	0.153204354
AT3G24535	-0.24501026	-0.408330403	0.683031122	0.830793547
AT3G24540	-0.938556295	-1.951001506	0.051056867	0.170578014
AT3G24542	-0.915766394	-1.301818194	0.192978543	0.406460015
AT3G24550	-0.207683885	-0.794784835	0.426738674	0.64678362
AT3G24560	0.113530272	0.456955596	0.647702962	0.809585204
AT3G24570	0.34842512	1.94585349	0.051672341	0.172078485
AT3G24575	-1.184186557	-1.733113739	0.083075455	0.236595723
AT3G24580	-0.006416802	-0.006045475	0.995176439	NA
AT3G24590	1.016872511	4.617311904	3.88742764868444e-06	0.000135797
AT3G24600	-0.3036502	-0.502484189	0.615326971	0.787912488
AT3G24605	-0.430116728	-0.452202641	0.651123006	NA
AT3G24610	-0.536352882	-0.616048505	0.537862507	0.732567061
AT3G24615	1.365005219	0.790548393	0.429207572	NA
AT3G24620	-0.070600783	-0.075479879	0.939832906	NA
AT3G24630	0.188508418	1.312680346	0.189290683	0.401239918
AT3G24640	-1.088511249	-1.034212798	0.301036692	NA
AT3G24650	-0.056217949	-0.088618569	0.92938505	0.968473672
AT3G24660	-0.571111272	-2.951590087	0.003161423	0.022963006
AT3G24670	-0.193746489	-1.282908138	0.199524261	0.414941233
AT3G24690	-0.624759404	-0.623370282	0.533041222	NA
AT3G24700	-0.315075949	-0.162439972	0.870959395	NA
AT3G24715	-0.294538549	-1.631891281	0.102702391	0.271303637
AT3G24730	0.155253953	0.9928946	0.320761322	0.552124308
AT3G24740	-0.589629685	-3.282678048	0.00102826	0.010006014
AT3G24750	0.524628084	1.72949129	0.083721204	0.237649318
AT3G24760	0.332508045	1.583091607	0.113400586	0.290110473
AT3G24770	1.192816495	3.130636113	0.001744281	0.014805074
AT3G24780	-0.092123928	-0.174019366	0.861850243	0.931645302
AT3G24790	-1.110049742	-1.354376964	0.175616143	NA
AT3G24800	-0.213705161	-1.861922541	0.062614009	0.196216989
AT3G24810	-0.443304228	-2.096058446	0.036077007	0.133587706
AT3G24820	0.115663129	0.586479602	0.557553265	0.747377086
AT3G24830	0.265311681	1.967858392	0.049084333	0.165977028
AT3G24840	0.060567673	0.231493269	0.816931614	0.907859476
AT3G24850	1.020060017	1.317173108	0.187780606	0.399553301
AT3G24860	-0.095650617	-0.610069185	0.541815978	0.735434582
AT3G24870	-0.155828675	-1.134456532	0.256603097	0.483880106
AT3G24880	-0.213932437	-1.201955173	0.229380896	0.453732234
AT3G24890	0.613943795	1.248470142	0.211858936	0.431488939
AT3G24900	0.056876548	0.10958791	0.912736199	0.960112478
AT3G24929	0.112342587	0.227899503	0.819724369	0.909780942
AT3G24982	-0.05657146	-0.093850197	0.925228156	0.966653182
AT3G25010	0.988063278	1.693186105	0.090420049	0.249238637
AT3G25011	0.782667342	0.846306241	0.397381927	0.623293078
AT3G25013	0.694238385	0.951582782	0.341308617	0.571180045
AT3G25020	0.376469569	0.662596004	0.50758933	0.709040274
AT3G25030	0.748437981	1.841765884	0.065509402	0.201998177
AT3G25040	0.544530366	2.458454803	0.013953634	0.068617902
AT3G25050	-0.045831773	-0.043960138	0.964936178	NA
AT3G25060	-0.477437123	-1.080429429	0.279950997	0.510868299
AT3G25070	-0.343407427	-1.737065669	0.08237558	0.235062906
AT3G25080	-0.666966164	-0.538715096	0.590083455	NA
AT3G25090	-1.517693478	-1.291899887	0.196391817	NA
AT3G25100	0.14776954	0.620759679	0.534757756	0.730413856
AT3G25110	-0.545956994	-2.63804756	0.008338489	0.047155322
AT3G25120	-0.107647477	-0.50411753	0.614178789	0.786961337
AT3G25130	0.446797241	1.368321506	0.171211462	0.376665216
AT3G25140	0.358594089	2.631038709	0.008512434	0.04781308
AT3G25150	0.237847876	1.452264947	0.14642795	0.34178577
AT3G25160	-1.928260702	-2.030315399	0.04232449	NA
AT3G25170	-1.328167392	-1.062348909	0.288077319	NA
AT3G25180	-0.523728172	-0.557747357	0.577016915	NA
AT3G25190	-1.309430764	-2.310009842	0.020887609	0.09110428
AT3G25210	-0.084934296	-0.409097546	0.682468077	0.830636663
AT3G25220	0.532631502	3.07420932	0.002110613	0.017032053
AT3G25230	0.299111726	1.33432317	0.182097967	0.392452473
AT3G25240	2.721382285	3.51562096	0.000438727	0.005245108
AT3G25250	-0.355337745	-0.364474249	0.7155039	0.850771656
AT3G25260	0.173596346	0.315343198	0.75250109	0.872220465
AT3G25270	-0.815703534	-0.925831417	0.354533598	NA
AT3G25280	-1.05341639	-1.19241708	0.233097746	NA
AT3G25290	0.26124152	0.917813546	0.358716489	0.588169647
AT3G25400	-0.245809091	-0.941097296	0.346655001	0.576519308
AT3G25410	0.400744183	1.978794968	0.047839095	0.162882563
AT3G25420	-1.768112075	-0.698744365	0.484711803	NA
AT3G25430	0.157811178	0.703403999	0.481804015	0.68951204
AT3G25440	-0.080534648	-0.430412163	0.666895849	0.820482916
AT3G25460	0.186852797	0.164987791	0.868953592	NA
AT3G25470	0.587246603	5.167942145	2.36685546260864e-07	1.40471664126505e-05
AT3G25480	1.058740739	4.401918832	1.07297699926605e-05	0.000293335
AT3G25490	-0.744837131	-0.776047033	0.437721216	NA
AT3G25500	0.341301754	1.911958411	0.055881529	0.181361511
AT3G25505	-0.368810087	-0.519709504	0.603266062	0.780249811
AT3G25510	-0.404889981	-1.112538827	0.265906546	0.494193624
AT3G25520	0.305690724	2.390851301	0.016809359	0.077939531
AT3G25530	0.597431939	4.241866934	2.2166811204233e-05	0.000534586
AT3G25540	0.35841399	2.246290116	0.024685431	0.10244498
AT3G25545	0.098746339	0.712491645	0.476160383	0.685280994
AT3G25550	0.097261308	0.099691801	0.92058901	NA
AT3G25560	-1.150120246	-4.859194208	1.17864474000748e-06	5.31418020858023e-05
AT3G25570	-1.191174025	-3.988664842	6.64462226235544e-05	0.001251718
AT3G25573	-0.884078628	-0.742797249	0.457604441	NA
AT3G25577	-1.210520435	-1.129730433	0.25858983	NA
AT3G25580	0.281902991	1.868164918	0.061739087	0.194233923
AT3G25585	-0.192106812	-0.746897346	0.455125528	0.669121141
AT3G25590	-0.294827813	-1.340377675	0.18012259	0.389933908
AT3G25597	-0.067588834	-0.185425521	0.852895293	0.927701575
AT3G25600	0.045132312	0.193968341	0.846200671	0.924353352
AT3G25610	-0.597001766	-0.958542474	NA	NA
AT3G25620	-0.26994578	-0.647206897	0.517498048	0.717582078
AT3G25640	-1.198728159	-2.680086401	0.007360316	0.042938252
AT3G25655	0.46472503	0.49728593	0.618987432	0.789913908
AT3G25660	0.6784979	4.092935917	4.25945466916328e-05	0.000891153
AT3G25670	0.798247203	2.470988626	0.01347401	0.066696352
AT3G25680	0.421254956	2.379595488	0.017331652	0.079577834
AT3G25690	0.065712925	0.353037985	0.724059963	0.855320575
AT3G25700	1.009318774	5.438873332	5.36185574349762e-08	4.25745985912874e-06
AT3G25710	-0.755580005	-4.90820494	9.19137806719308e-07	4.34628883604161e-05
AT3G25717	-0.124369678	-0.439423294	0.660354851	0.817058747
AT3G25719	0.040915348	0.037315372	0.970233549	NA
AT3G25720	-0.421068423	-0.316976411	0.751261502	NA
AT3G25730	0.320445672	1.42703311	0.153570351	0.352696369
AT3G25740	0.353476722	1.669828068	0.094953385	0.257619885
AT3G25750	-1.092246558	-1.107839392	0.267931184	NA
AT3G25760	1.57334927	2.537651271	0.011159913	0.058122984
AT3G25770	1.981058307	2.416611871	0.015665712	0.074425726
AT3G25780	0.113368899	0.310957045	0.755833277	0.873860592
AT3G25790	-0.937744507	-3.636551991	0.000276312	0.003724447
AT3G25795	0.132282324	0.061837699	0.950692082	NA
AT3G25800	-0.015238354	-0.121534372	0.903267791	0.955335962
AT3G25805	0.785993294	4.163769241	3.13036497015631e-05	0.000701618
AT3G25810	-1.256785934	-1.266876354	0.205199505	NA
AT3G25820	-0.13702959	-0.320665746	0.748463708	0.86960688
AT3G25830	0.093852342	0.22292485	0.823593995	0.91193158
AT3G25840	-0.128037619	-0.615472243	0.538242894	0.732760836
AT3G25855	-1.651873308	-1.811913818	0.069999514	0.211196822
AT3G25860	0.36843976	2.187607191	0.028698228	0.114326073
AT3G25870	0.050475529	0.196771196	0.844006593	0.922985455
AT3G25880	0.724731239	1.779719395	0.075121895	0.220865775
AT3G25882	-0.830592752	-1.835943382	0.066366031	0.203829136
AT3G25890	-0.29908431	-1.324755522	0.185252251	0.396466737
AT3G25900	0.155805333	0.360761937	0.718277419	0.852025542
AT3G25905	0.312953684	0.952009434	0.341092197	0.571180045
AT3G25910	-0.60567304	-2.488950854	0.012812068	0.064281378
AT3G25920	0.632011357	4.023832229	5.72587139578787e-05	0.001123037
AT3G25930	-0.696441479	-1.8953468	0.058046472	0.186055946
AT3G25940	0.253296462	1.193780387	0.232563886	0.456744792
AT3G25950	-1.205624011	-2.760396058	0.005773133	0.03616331
AT3G25960	-1.479505974	-1.469660471	0.141653734	NA
AT3G25970	-0.116412564	-0.465997847	0.641217042	0.805329004
AT3G25980	-0.609386152	-1.768010201	0.077059198	0.225082517
AT3G25990	0.364178795	0.995733775	0.319379515	0.550234332
AT3G26000	-0.324517063	-1.81633681	0.069318722	0.209959649
AT3G26010	-0.854791949	-0.768997934	0.441894537	NA
AT3G26020	-0.248603862	-1.085782474	0.277575242	0.50823618
AT3G26030	-0.217205196	-1.881079118	0.059961157	0.190261364
AT3G26040	-0.401436625	-1.43819933	0.150377505	0.348209624
AT3G26050	-0.049009424	-0.144078242	0.885438686	0.945115206
AT3G26060	1.22268865	3.33880882	0.000841384	0.008570407
AT3G26070	0.527874345	3.560158091	0.000370632	0.004631336
AT3G26080	0.127429174	0.32237492	0.747168682	0.868763382
AT3G26085	0.313202878	1.26406851	0.206205438	0.423571386
AT3G26090	-0.175885061	-0.846021197	0.397540919	0.623410224
AT3G26100	-0.358437275	-2.609675742	0.009062808	0.049892625
AT3G26110	-1.699784621	-2.8307548	0.004643831	0.030806593
AT3G26115	0.576654978	1.860915379	0.062756128	0.196503541
AT3G26120	-0.961771307	-2.02323963	0.043048448	0.151312558
AT3G26125	1.186906878	0.644784556	0.519066811	NA
AT3G26130	-1.739448687	-4.195267173	2.72550127822104e-05	0.000626569
AT3G26135	-0.053908706	-0.024410758	0.980524967	NA
AT3G26140	-0.497519584	-0.542650235	0.587370644	NA
AT3G26150	-1.293710033	-1.090857951	0.275335392	NA
AT3G26160	-1.201733996	-1.18108364	0.237569498	NA
AT3G26170	-0.144622873	-0.563246876	0.573266787	0.75851005
AT3G26180	-0.136906122	-0.500206873	0.616929419	0.788835556
AT3G26190	-1.147993923	-0.585801143	NA	NA
AT3G26200	-1.350680229	-0.834826448	NA	NA
AT3G26210	-1.150247643	-2.447959077	0.014366797	0.069998647
AT3G26220	-2.074496415	-5.470074249	4.49847082944511e-08	3.65933300164477e-06
AT3G26230	-0.811363285	-0.894190112	0.371220182	0.599544431
AT3G26235	0.408047552	0.483261641	0.628909973	0.795833528
AT3G26240	0.229141267	0.542938178	0.587172369	0.769162458
AT3G26250	0.291342226	0.362654639	0.716862889	0.851169496
AT3G26270	-0.876891407	-0.778525013	0.436259566	NA
AT3G26280	-0.717936174	-1.034953686	0.300690541	0.531128753
AT3G26290	-0.34026135	-0.718938223	0.472178984	0.682398066
AT3G26300	0.124733515	0.548911063	0.583066486	0.766083571
AT3G26310	0.492657658	1.758560868	0.078652125	0.228074496
AT3G26320	-0.269250793	-0.317388988	0.750948462	NA
AT3G26330	-0.678671924	-2.650078572	0.008047305	0.045839125
AT3G26340	0.663043833	3.067264323	0.002160277	0.017326105
AT3G26350	-0.118380038	-0.37097984	0.710652548	0.847863155
AT3G26360	0.3015238	1.431841114	0.152189298	0.35088092
AT3G26370	0.151768655	1.041435301	0.297673566	0.528591014
AT3G26380	0.115806553	0.900678948	0.367759045	0.596605131
AT3G26390	-0.649974916	-0.725081388	0.468402102	NA
AT3G26395	-0.032689172	-0.107034768	0.914761398	0.961416874
AT3G26400	-0.086114247	-0.343979707	0.730861547	0.85971756
AT3G26410	0.062268489	0.314977523	0.75277872	0.872220465
AT3G26420	0.374586618	1.559678092	0.118835972	0.298985496
AT3G26430	0.142827148	0.835792962	0.403271386	0.628663601
AT3G26440	-1.169014359	-3.547745978	0.000388543	0.00477996
AT3G26450	0.327601316	1.181708986	0.237321191	0.462457284
AT3G26460	0.007644313	0.014847834	0.988153578	0.994824224
AT3G26470	-0.88527441	-2.098324914	0.035876453	0.133099296
AT3G26480	0.941692403	2.122868816	0.033764846	0.127605449
AT3G26490	-0.326658246	-1.23489912	0.216868051	0.438085891
AT3G26500	-0.951496722	-2.287762511	0.022151355	0.094925636
AT3G26510	-0.4185596	-1.728072738	0.083975185	0.238257985
AT3G26512	-1.009573462	-2.134426679	0.03280787	0.125147579
AT3G26520	-0.123541562	-0.468990989	0.639076077	0.803855154
AT3G26539	0.66351856	0.676246718	0.498884016	NA
AT3G26540	-0.075965022	-0.317045582	0.751209015	0.871621253
AT3G26550	-0.48531332	-2.364443664	0.018057173	0.082034786
AT3G26560	-0.082457113	-0.51577753	0.606009798	0.78170295
AT3G26570	0.510528215	1.938883963	0.052515469	0.173719947
AT3G26580	-0.751309633	-3.027719594	0.002464066	0.019140734
AT3G26590	-0.56523038	-1.460277115	0.144213929	0.338240616
AT3G26600	-0.260799189	-1.212865284	0.22518133	0.448761663
AT3G26610	-1.70594111	-6.043626318	1.50688295337037e-09	2.36875891284876e-07
AT3G26612	0.341242779	0.827607438	0.407892854	0.632339216
AT3G26616	-1.236572463	-0.687348897	0.491862893	NA
AT3G26618	-0.063387159	-0.36761999	0.713156607	0.849543701
AT3G26620	-2.059433112	-0.885084552	0.37611103	NA
AT3G26630	0.204269738	0.844098675	0.398614268	0.624395556
AT3G26640	0.087912656	0.622631907	0.533526439	0.729588703
AT3G26650	0.14845136	0.731843772	0.464263929	0.676336901
AT3G26670	0.292034567	1.506078702	0.132046971	0.320355846
AT3G26680	-0.138797629	-0.492963113	0.622038651	0.791453608
AT3G26690	-0.461470095	-1.831788804	0.066982892	0.205263038
AT3G26700	0.174213017	1.044694517	0.29616418	0.526979705
AT3G26710	0.185082595	0.7843052	0.432861049	0.651307224
AT3G26720	-0.793833696	-4.040527009	5.33312224007929e-05	0.001057759
AT3G26730	-0.096105297	-0.606599617	0.544116655	0.737309917
AT3G26740	-0.73089267	-2.339285053	0.019320686	0.086027895
AT3G26742	-0.054652398	-0.063637769	0.949258658	NA
AT3G26744	0.227682042	0.966142699	0.333972781	0.563851723
AT3G26750	-0.124742566	-0.497029454	0.619168281	0.789942835
AT3G26760	-1.095091641	-6.616245086	3.68437345444866e-11	1.03273431828612e-08
AT3G26770	-1.104990899	-2.985798169	0.002828393	0.021165182
AT3G26780	0.569136686	2.302875563	0.021285845	0.092321997
AT3G26782	-0.074425834	-0.27477121	0.783492018	0.889516853
AT3G26790	-0.571233233	-1.256476997	0.208943081	0.42768439
AT3G26800	-0.985401477	-0.865340264	0.386852058	NA
AT3G26810	-0.289437503	-1.608391273	0.107749512	0.280245097
AT3G26813	-2.529989423	-1.267920994	0.204826166	NA
AT3G26818	-1.524987059	-0.874631307	0.381774547	NA
AT3G26819	1.067984921	0.51983323	0.603179816	NA
AT3G26820	-1.763737929	-0.831609792	0.405629233	NA
AT3G26830	-1.481159892	-0.88944562	0.373763637	0.601939015
AT3G26840	-0.353564376	-0.641199658	0.521392972	0.720363887
AT3G26850	0.081608857	0.542844438	0.587236914	0.769162458
AT3G26855	-0.990963953	-0.829735674	0.406688247	NA
AT3G26860	-0.296673599	-0.178418313	0.858394469	NA
AT3G26880	0.095312256	0.061706511	0.950796555	NA
AT3G26890	-0.586705746	-3.651164402	0.000261054	0.003570501
AT3G26900	0.156143937	0.979461697	0.327351905	0.558059799
AT3G26910	-0.057350106	-0.13832492	0.889983632	0.947358583
AT3G26920	0.146370251	0.90848427	0.363622421	0.592663278
AT3G26922	0.378199678	0.773221651	0.439391215	0.656703766
AT3G26930	-0.242292654	-0.32492033	0.74524137	NA
AT3G26932	0.5579238	2.085428608	0.037030412	0.135957478
AT3G26934	-1.850635726	-1.88635098	0.059247674	NA
